hour,weekday_name,distance_to_next_m,time_gap_hours
16,Sunday,0.0,6.387777777777778
15,Monday,0.0,2.2416666666666667
10,Tuesday,0.0,1.03
18,Wednesday,0.0,3.281111111111111
18,Friday,0.0,46.91972222222222
20,Monday,0.0,14.05888888888889
17,Tuesday,0.0,2.330277777777778
22,Tuesday,0.0,7.091666666666667
10,Friday,0.0,2.2258333333333336
9,Saturday,0.0,3.1277777777777778
14,Saturday,0.0,1.121388888888889
15,Saturday,0.0,26.5325
12,Thursday,0.0,1.1997222222222221
13,Thursday,0.0,1.103888888888889
15,Thursday,0.0,1.2175
9,Friday,0.0,2.0494444444444446
21,Sunday,0.0,11.776111111111112
10,Monday,0.0,1.8252777777777778
22,Monday,0.0,12.195
9,Wednesday,0.0,1.861388888888889
9,Friday,0.0,2.801111111111111
12,Wednesday,0.0,2.108611111111111
9,Thursday,0.0,2.2352777777777777
9,Friday,0.0,1.3411111111111111
19,Sunday,0.0,15.869722222222222
12,Tuesday,0.0,1.208888888888889
9,Wednesday,0.0,1.3255555555555556
16,Wednesday,0.0,4.995833333333334
22,Sunday,0.0,12.38
10,Wednesday,0.0,1.5316666666666667
19,Thursday,0.0,16.5175
13,Sunday,0.0,19.999166666666667
13,Tuesday,0.0,1.0716666666666668
8,Wednesday,0.0,1.2669444444444444
10,Wednesday,0.0,1.9316666666666666
13,Wednesday,0.0,3.9166666666666665
17,Wednesday,0.0,3.7830555555555554
21,Wednesday,0.0,2.4702777777777776
0,Thursday,0.0,10.115
14,Friday,0.0,1.4891666666666667
16,Saturday,0.0,1.9225
17,Saturday,0.0,1.0083333333333333
16,Sunday,0.0,16.810277777777777
10,Monday,0.0,1.5066666666666666
13,Tuesday,0.0,2.1702777777777778
15,Tuesday,0.0,1.015
20,Sunday,0.0,13.4925
11,Wednesday,0.0,1.4191666666666667
16,Wednesday,0.0,2.2091666666666665
15,Thursday,0.0,1.3844444444444444
18,Thursday,0.0,1.116111111111111
19,Thursday,0.0,2.0366666666666666
11,Saturday,0.0,2.653888888888889
11,Sunday,0.0,6.281666666666666
13,Thursday,0.0,3.1625
16,Thursday,0.0,5.279166666666667
9,Tuesday,0.0,1.333611111111111
15,Tuesday,0.0,19.365
18,Friday,0.0,50.250277777777775
11,Monday,0.0,1.7677777777777777
18,Monday,0.0,2.5283333333333333
12,Tuesday,0.0,2.3647222222222224
18,Friday,0.0,2.6333333333333333
20,Friday,0.0,13.521666666666667
12,Saturday,0.0,4.187777777777778
11,Monday,0.0,1.4961111111111112
10,Tuesday,0.0,2.5869444444444443
13,Wednesday,0.0,1.261388888888889
13,Thursday,0.0,1.1119444444444444
14,Thursday,0.0,2.832222222222222
22,Thursday,0.0,11.1175
11,Friday,0.0,1.603611111111111
14,Saturday,0.0,3.393611111111111
19,Saturday,0.0,28.65861111111111
12,Monday,0.0,1.0147222222222223
1,Wednesday,0.0,8.617777777777778
12,Wednesday,0.0,1.8472222222222223
14,Thursday,0.0,1.898611111111111
16,Thursday,0.0,1.4736111111111112
10,Friday,0.0,1.0983333333333334
12,Friday,0.0,55.76305555555555
11,Monday,0.0,1.0075
22,Monday,0.0,10.493611111111111
8,Tuesday,0.0,1.308888888888889
21,Tuesday,0.0,1.238888888888889
23,Tuesday,0.0,10.337222222222222
14,Wednesday,0.0,2.171388888888889
16,Friday,0.0,1.2130555555555556
16,Saturday,0.0,2.332222222222222
19,Saturday,0.0,14.185277777777777
14,Sunday,0.0,2.266111111111111
20,Sunday,0.0,13.01
13,Monday,0.0,1.1397222222222223
12,Tuesday,0.0,2.946111111111111
16,Tuesday,0.0,15.600277777777778
13,Thursday,0.0,2.0252777777777777
20,Friday,0.0,22.059444444444445
18,Saturday,0.0,16.991944444444446
10,Monday,0.0,1.0877777777777777
10,Wednesday,0.0,1.0994444444444444
14,Wednesday,0.0,1.666111111111111
10,Thursday,0.0,1.2513888888888889
12,Thursday,0.0,1.6975
21,Thursday,0.0,12.136388888888888
11,Friday,0.0,2.2483333333333335
15,Friday,0.0,2.0694444444444446
11,Saturday,0.0,1.4477777777777778
14,Tuesday,0.0,2.564722222222222
17,Wednesday,0.0,2.8227777777777776
16,Friday,0.0,21.1425
20,Saturday,0.0,13.707222222222223
10,Sunday,0.0,1.6069444444444445
9,Monday,0.0,2.312222222222222
