date,weekday_name,point_count,distance_to_next_m,speed_kmh,inactive_count,total_distance_km
2010-07-07,Wednesday,7,407585.74844810716,71.42852999851354,0,407.58574844810715
2010-07-08,Thursday,4,153646.89583406164,32.454661068245215,0,153.64689583406164
2010-07-09,Friday,15,38480.79114063163,16.9765540509073,1,38.480791140631624
2010-07-10,Saturday,1,30873.654286468078,1.1337293357605456,0,30.873654286468078
2010-07-11,Sunday,2,3027.7549438550577,5.023493655861389,0,3.0277549438550575
2010-07-12,Monday,21,49788.08777750114,22.165593812499512,4,49.78808777750114
2010-07-13,Tuesday,13,316454.54238778976,31.01853333215178,1,316.45454238778973
2010-07-14,Wednesday,21,355486.289647536,29.62722541860897,0,355.486289647536
2010-07-15,Thursday,113,70638.04709554647,22.387899344182937,1,70.63804709554647
2010-07-16,Friday,155,93554.96313001943,92.9456071009946,2,93.55496313001943
2010-07-17,Saturday,6,10262.041119426825,0.6435499126835764,4,10.262041119426826
2010-07-18,Sunday,11,13289.796063281883,45.14563927954364,0,13.289796063281884
2010-07-19,Monday,21,64940.30292032574,18.392008704675156,1,64.94030292032573
2010-07-20,Tuesday,18,13624.897247347759,5.269886547615446,0,13.624897247347759
2010-07-21,Wednesday,42,491974.3520522852,25.48379918976115,1,491.9743520522852
2010-07-22,Thursday,12,38483.89487443358,12.006117018443314,0,38.48389487443358
2010-07-23,Friday,11,74069.67886887425,8.446018850714834,0,74.06967886887425
2010-07-24,Saturday,1,9682.360249440275,0.3702269476891416,0,9.682360249440276
2010-07-25,Sunday,4,17041.501690730845,8.108188853005696,2,17.041501690730847
2010-07-26,Monday,21,40129.06493047698,11.520110187202853,1,40.129064930476986
2010-07-27,Tuesday,13,50702.812965441815,6.181698761733027,2,50.702812965441815
2010-07-28,Wednesday,25,343641.1473143663,15.193984063303942,1,343.6411473143663
2010-07-29,Thursday,3,201641.8939483776,5.19015334103182,1,201.6418939483776
2010-07-30,Friday,2,212837.02485815715,26.26093737018868,0,212.83702485815715
2010-08-01,Sunday,5,101586.35169830135,63.8692700817537,0,101.58635169830136
2010-08-02,Monday,22,53491.20311740644,5.582519098563846,1,53.49120311740644
2010-08-03,Tuesday,38,177564.5171806939,55.006430233213344,1,177.56451718069388
2010-08-04,Wednesday,27,15783.53291832087,4.0442264732851765,1,15.783532918320871
2010-08-05,Thursday,17,68118.54151328356,6.208753528662071,3,68.11854151328356
2010-08-06,Friday,140,166538.19596941536,139.9364941841272,1,166.53819596941537
2010-08-07,Saturday,18,22137.09668353046,8.703734537717233,0,22.137096683530462
2010-08-08,Sunday,4,31713.06380779446,12.531158241528786,0,31.71306380779446
2010-08-09,Monday,16,178837.48005036105,26.461343422955245,1,178.83748005036105
2010-08-10,Tuesday,8,290267.1330402645,10.715342038366595,2,290.26713304026447
2010-08-11,Wednesday,13,190388.26002647312,31.68479685830657,2,190.38826002647312
2010-08-12,Thursday,12,34424.034976226954,10.24313343391696,2,34.424034976226956
2010-08-13,Friday,27,50754.84004076857,14.179102033038422,1,50.75484004076857
2010-08-14,Saturday,5,0.0,0.0,2,0.0
2010-08-15,Sunday,10,14976.190384367797,6.972448019726514,1,14.976190384367797
2010-08-16,Monday,10,296183.3187879409,10.620855006287908,0,296.1833187879409
2010-08-17,Tuesday,11,46798.47974725602,16.678755783494687,1,46.79847974725602
2010-08-18,Wednesday,2,68612.75850013588,1.092038174441125,0,68.61275850013588
2010-08-19,Thursday,1,69446.23361997344,0.9596255293423064,0,69.44623361997344
2010-08-22,Sunday,10,7569.387359637644,0.6423851457342888,1,7.569387359637644
2010-08-23,Monday,52,55794.09858601897,29.259369066904867,1,55.79409858601897
2010-08-24,Tuesday,29,29985.949824192743,7.155131782174314,4,29.985949824192744
2010-08-25,Wednesday,17,195614.59059652194,36.54205656220168,0,195.61459059652194
2010-08-26,Thursday,23,393415.5228317434,32.469883286788814,1,393.41552283174343
2010-08-27,Friday,24,58403.09893503824,7.3958815217176435,1,58.40309893503824
2010-08-28,Saturday,41,77750.74157253728,16.090164076963784,0,77.75074157253728
2010-08-29,Sunday,4,28261.18989626168,4.473667364193404,0,28.26118989626168
2010-09-05,Sunday,14,1513.8774719275289,0.051100390981314026,4,1.5138774719275288
2010-09-06,Monday,56,42296.5270242972,42.3658371988872,1,42.2965270242972
2010-09-07,Tuesday,15,38627.06842178506,17.573416166891132,0,38.627068421785054
2010-09-08,Wednesday,27,52814.84408835271,11.286108725837698,1,52.81484408835271
2010-09-09,Thursday,14,343947.4923050581,150.9861298850549,1,343.9474923050581
2010-09-10,Friday,18,42595.36908900084,4.425066607287917,1,42.59536908900083
2010-09-11,Saturday,9,28691.557446159743,25.013828815218755,0,28.69155744615974
2010-09-12,Sunday,4,4322.606736684296,0.06747161870680841,1,4.322606736684296
2010-09-13,Monday,35,40695.12745162458,5.232235367795421,0,40.695127451624586
2010-09-14,Tuesday,42,49657.22242251531,25.893650642294666,2,49.65722242251531
2010-09-15,Wednesday,14,347590.5730960582,31.83302387230328,2,347.5905730960582
2010-09-16,Thursday,13,31377.581865495427,11.109226635832398,2,31.377581865495426
2010-09-17,Friday,37,47331.54630661269,22.549643738691802,3,47.331546306612694
2010-09-18,Saturday,27,36112.14169797601,22.94893280714753,1,36.112141697976014
2010-09-19,Sunday,6,29622.309915459107,5.171465418981917,0,29.62230991545911
2010-09-20,Monday,12,125420.08384799438,15.417808612890397,1,125.42008384799438
2010-09-21,Tuesday,21,63695.2920614273,14.71425188844099,3,63.6952920614273
2010-09-22,Wednesday,13,34482.7293220602,30.319477660667985,2,34.4827293220602
2010-09-23,Thursday,10,29846.806521130486,13.06577364202867,1,29.846806521130485
2010-09-24,Friday,16,26743.04008822571,3.8066791525141497,0,26.743040088225708
2010-09-25,Saturday,3,27794.704910582805,11.830905947412022,0,27.794704910582805
2010-09-26,Sunday,7,41371.835140886666,12.64402736566748,1,41.37183514088667
2010-09-27,Monday,24,66550.19162859875,7.5898586667470544,1,66.55019162859875
2010-09-28,Tuesday,17,48792.583817116385,49.67380520747536,2,48.79258381711639
2010-09-29,Wednesday,23,62056.81267610639,31.15603304537678,0,62.05681267610639
2010-09-30,Thursday,15,432112.2185055508,20.20673286556082,2,432.1122185055508
2010-10-01,Friday,15,64889.156701093336,11.329265768921319,0,64.88915670109334
2010-10-02,Saturday,4,22547.546551955136,16.402754150660723,0,22.547546551955136
2010-10-03,Sunday,3,0.0,0.0,1,0.0
2010-10-04,Monday,23,47774.748281826105,14.850862244553543,3,47.774748281826106
2010-10-05,Tuesday,16,48796.65300811323,57.458462933595435,0,48.79665300811323
2010-10-06,Wednesday,22,352277.80658098334,14.974796328055504,0,352.27780658098334
2010-10-07,Thursday,17,32655.460089690103,5.89314220193414,2,32.6554600896901
2010-10-08,Friday,8,378562.6423160798,14.652768563748504,2,378.5626423160798
2010-10-09,Saturday,6,28277.380762733592,1.1026415338597273,0,28.277380762733593
2010-10-10,Sunday,4,19583.577929668514,1.3314316397968593,0,19.583577929668515
2010-10-11,Monday,18,37421.74277822239,37.12076639372437,1,37.42174277822239
2010-10-12,Tuesday,34,27916.35107477655,2.2366400348426962,1,27.91635107477655
2010-10-13,Wednesday,16,30354.016739209255,1.5348327663670087,2,30.354016739209257
2010-10-14,Thursday,13,348660.4437266336,12.678319537527212,1,348.6604437266336
2010-10-15,Friday,16,230750.01511490412,10.991785035528423,1,230.75001511490413
2010-10-16,Saturday,7,14895.601691029748,18.62703347233824,1,14.895601691029748
2010-10-17,Sunday,9,4541.632415782587,1.2432243837177845,1,4.541632415782587
2010-10-18,Monday,32,50064.977697453796,20.32701064920157,0,50.0649776974538
2010-10-19,Tuesday,17,50009.795558660786,15.054452560411423,0,50.009795558660784
2010-10-20,Wednesday,29,272618.82117883296,17.399049427425677,0,272.61882117883295
2010-10-21,Thursday,19,38680.04498160507,7.538160124021129,1,38.680044981605064
2010-10-22,Friday,22,56232.058844385254,6.000925231843146,1,56.23205884438526
2010-10-23,Saturday,12,44776.54829897388,28.55611976819753,1,44.77654829897388
2010-10-24,Sunday,10,8532.889470522234,5.8509461585320235,0,8.532889470522234
2010-10-30,Saturday,28,24695.222687514968,36.84989811170011,1,24.695222687514967
2010-10-31,Sunday,8,17499.431415031686,13.225063891174218,0,17.499431415031687
2010-11-01,Monday,39,71536.15587869627,54.492479022397205,1,71.53615587869628
2010-11-02,Tuesday,38,46862.73470804463,24.739170745742985,3,46.86273470804463
2010-11-03,Wednesday,25,349313.6115200851,22.11759326489854,2,349.3136115200851
2010-11-04,Thursday,25,45335.04727036411,17.954092950705455,0,45.335047270364115
2010-11-05,Friday,18,276501.53014631185,44.6462895990484,1,276.50153014631184
2010-11-06,Saturday,7,30258.66479881567,2.161848323578866,1,30.25866479881567
2010-11-07,Sunday,2,1513.8774719275289,0.03516238627907598,0,1.5138774719275288
2010-11-08,Monday,14,33189.85270471932,26.85097212060221,0,33.18985270471932
2010-11-09,Tuesday,16,36462.583950344066,7.736574044354313,2,36.46258395034407
2010-11-10,Wednesday,35,44282.389279295836,7.191917389740551,0,44.282389279295835
2010-11-11,Thursday,15,459164.5472259546,28.717244970847087,3,459.1645472259546
2010-11-12,Friday,16,41295.75968275906,7.492896355670511,1,41.29575968275906
2010-11-13,Saturday,8,31102.547046498006,4.651665513481856,0,31.102547046498007
2010-11-14,Sunday,3,0.0,0.0,1,0.0
2010-11-15,Monday,15,29840.506921439417,8.566471212899033,2,29.840506921439417
2010-11-16,Tuesday,30,52764.00584584852,97.75888018856355,1,52.76400584584852
2010-11-17,Wednesday,12,348571.74001674016,40.24500241079517,1,348.57174001674014
2010-11-18,Thursday,7,11471.341964342082,1.8621244030453978,1,11.471341964342082
2010-11-19,Friday,19,34813.91383242328,7.954430042961189,0,34.813913832423275
2010-11-20,Saturday,13,30811.17774859467,15.772506352598555,1,30.81117774859467
2010-11-21,Sunday,4,1513.8774719275289,0.9649360656761868,2,1.5138774719275288
2010-11-22,Monday,7,31642.605286044367,16.64495458631007,0,31.64260528604437
2010-11-29,Monday,11,303065.2908766391,52.399144650689024,0,303.0652908766391
2010-11-30,Tuesday,17,34615.76117798392,38.58898216941895,1,34.61576117798392
2010-12-01,Wednesday,1,70588.48704994321,1.4357953837536757,0,70.58848704994321
2010-12-03,Friday,6,77619.79512889635,23.048184651147167,1,77.61979512889636
2010-12-04,Saturday,5,26408.438486408573,1.0584468096032837,0,26.408438486408574
2010-12-05,Sunday,1,0.0,0.0,1,0.0
2010-12-06,Monday,21,42975.890408171465,6.4335835662319045,1,42.975890408171466
2010-12-07,Tuesday,25,81911.02715307585,51.719265021089996,3,81.91102715307585
2010-12-08,Wednesday,29,65342.25161795018,13.51322701779001,4,65.34225161795018
2010-12-09,Thursday,25,38104.60717115207,25.633635113967383,2,38.10460717115207
2010-12-10,Friday,303,56944.70163620951,11.847527167377262,0,56.94470163620951
2010-12-11,Saturday,14,31007.705354817597,4.422062075117039,1,31.0077053548176
2010-12-12,Sunday,8,30372.024397568162,18.189679527505344,0,30.37202439756816
2010-12-13,Monday,12,26038.035984041773,6.101888059573169,4,26.038035984041773
