hour,weekday_name,distance_to_next_m,time_gap_hours
21,Sunday,0.0,1.0575
18,Tuesday,0.0,1.2702777777777778
14,Friday,0.0,1.7963888888888888
18,Friday,0.0,16.131666666666668
15,Wednesday,0.0,1.4027777777777777
10,Tuesday,0.0,1.6491666666666667
11,Wednesday,0.0,1.1775
15,Thursday,0.0,1.1308333333333334
17,Friday,0.0,1.4308333333333334
9,Saturday,0.0,1.0280555555555555
10,Friday,0.0,1.5308333333333333
12,Friday,0.0,1.7680555555555555
14,Friday,0.0,1.3505555555555555
11,Friday,0.0,1.5955555555555556
14,Friday,0.0,1.0655555555555556
12,Wednesday,0.0,1.2691666666666668
14,Wednesday,0.0,1.17
13,Thursday,0.0,1.4183333333333332
16,Friday,0.0,1.4822222222222223
9,Saturday,0.0,32.71388888888889
10,Monday,0.0,1.1808333333333334
14,Wednesday,0.0,1.333611111111111
18,Thursday,0.0,4.795555555555556
15,Friday,0.0,1.1319444444444444
18,Friday,0.0,15.147222222222222
9,Saturday,0.0,6.159166666666667
15,Saturday,0.0,2.778888888888889
7,Monday,0.0,1.4894444444444443
16,Wednesday,0.0,15.48611111111111
13,Thursday,0.0,1.1925
17,Thursday,0.0,1.2530555555555556
18,Thursday,0.0,3.4180555555555556
12,Friday,0.0,1.4472222222222222
16,Friday,0.0,1.3475
16,Thursday,0.0,16.426111111111112
17,Friday,0.0,4.471111111111111
22,Friday,0.0,11.919722222222223
14,Wednesday,0.0,1.0286111111111111
13,Thursday,0.0,1.2822222222222222
14,Monday,0.0,1.0052777777777777
10,Saturday,0.0,2.718611111111111
19,Saturday,0.0,23.610833333333332
12,Monday,0.0,1.1444444444444444
16,Monday,0.0,16.378055555555555
12,Thursday,0.0,1.0013888888888889
15,Thursday,0.0,1.0502777777777779
11,Friday,0.0,1.568888888888889
19,Friday,0.0,18.783333333333335
11,Monday,0.0,1.261388888888889
10,Wednesday,0.0,1.2855555555555556
11,Monday,0.0,1.1269444444444445
12,Tuesday,0.0,1.2438888888888888
13,Friday,0.0,1.3575
18,Saturday,0.0,15.645555555555555
8,Monday,0.0,1.2313888888888889
10,Monday,0.0,1.5419444444444443
12,Monday,0.0,1.418611111111111
12,Wednesday,0.0,1.2116666666666667
8,Monday,0.0,1.343611111111111
14,Tuesday,0.0,1.3269444444444445
15,Tuesday,0.0,1.5386111111111112
17,Tuesday,0.0,14.758611111111112
19,Friday,0.0,14.390277777777778
9,Saturday,0.0,2.9186111111111113
12,Saturday,0.0,4.7225
11,Monday,0.0,1.3266666666666667
16,Monday,0.0,15.8175
16,Wednesday,0.0,16.15388888888889
9,Thursday,0.0,1.916388888888889
15,Thursday,0.0,1.8777777777777778
10,Friday,0.0,1.3852777777777778
13,Tuesday,0.0,1.5408333333333333
16,Wednesday,0.0,15.699722222222222
9,Saturday,0.0,25.228055555555557
11,Sunday,0.0,6.017222222222222
11,Tuesday,0.0,1.8763888888888889
9,Thursday,0.0,1.0461111111111112
15,Thursday,0.0,1.548888888888889
